x,y,z
0,0,0
-0.0057910055750832945,-0.22046675750175967,0.656709486076047
-0.0021463514727111553,-0.19331089622542955,1.3273801969759031
-0.4923874750384949,-0.4009082273745513,1.6759778233868785
-1.0654309403930653,-0.6009293939448798,2.0074582289933955
-1.6103459348967242,-0.8135824571072845,2.3611461416934754
-1.8132976855003728,-1.221542300969558,2.8243379594086844
-2.0105443548760116,-1.6438796940909801,3.3251430198915766
