id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z
222,0.101754,-0.867898,9.50857,-0.0959198,-0.0299759,-0.0345669,0.0205889,0.259437,-1.85445
223,0.35913,-0.742202,9.91678,-0.00012666,-0.00919182,-0.1658,0.0200044,0.258536,-1.85942
224,0.642843,-0.0454898,9.26675,0.144429,-0.0187179,-0.10438,0.0224272,0.257978,-1.86316
225,0.579396,-0.35913,9.26675,0.132572,-0.0292431,-0.0171803,0.0264778,0.257279,-1.86436
226,0.456095,-0.318429,9.13747,0.0518335,-0.00406243,0.0421076,0.0286492,0.256858,-1.86352
227,0.566228,-0.264559,8.59758,0.0683542,0.0000677444,0.0497684,0.0297858,0.257122,-1.86202
228,0.808043,-0.290895,8.44913,0.151224,-0.0119897,0.0468373,0.0331066,0.257146,-1.86054
229,0.744596,-0.0143652,8.68018,0.14816,0.000400826,0.018126,0.0376278,0.256785,-1.85947
230,0.696712,0.207098,8.93995,0.0816773,0.0105264,-0.00419022,0.0402714,0.257333,-1.85931
231,0.63566,0.27653,8.88967,0.0932018,-0.0147209,-0.0139827,0.0423627,0.257253,-1.8598
232,0.588973,-0.0550666,8.09359,0.167012,-0.0155869,-0.00725454,0.0460096,0.256812,-1.86008
233,0.519542,-0.283713,7.74404,0.127842,-0.0247799,0.00666812,0.0501163,0.256283,-1.8601
234,0.621295,-0.199916,7.84221,0.0388435,-0.0141214,0.00640166,0.0523588,0.255748,-1.85985
235,0.679953,-0.298078,8.48983,0.0234553,-0.0122561,-0.00772085,0.0524409,0.2554,-1.85988
236,0.750582,-0.0526724,8.49821,0.0793457,-0.00872552,-0.0251075,0.054238,0.255244,-1.86038
237,0.721852,-0.112527,8.339,0.0355127,-0.0196505,-0.02191,0.0556025,0.254783,-1.85995
238,0.685939,-0.468066,8.5437,0.0165272,0.0117921,-0.0638778,0.0563271,0.254511,-1.86155
239,0.665588,-0.521936,8.8741,0.0105318,0.0355072,-0.0819972,0.0565269,0.255169,-1.86338
240,0.594959,-0.405817,8.57243,0.06509,0.0719459,-0.0929222,0.0576054,0.256825,-1.86568
241,0.614112,-0.36751,8.74721,0.0353128,0.0826045,-0.103914,0.0593846,0.259128,-1.86856
242,0.682347,-0.472855,9.0824,-0.0112515,0.120375,-0.124298,0.0592987,0.262123,-1.87154
243,0.587776,-0.459687,8.43956,0.0699529,0.104521,-0.141618,0.0600489,0.265202,-1.87519
244,0.488417,-0.335188,8.32943,0.047237,0.0798066,-0.142284,0.0623897,0.267614,-1.87918
245,0.538695,-0.457292,8.88967,-0.0446925,0.0385049,-0.145815,0.0618835,0.269251,-1.88308
246,0.559046,-0.40462,8.68736,0.0113312,0.0143235,-0.137621,0.06165,0.269773,-1.88684
247,0.571017,-0.311246,9.2452,-0.13036,-0.00945829,-0.136689,0.0594006,0.269784,-1.89009
248,0.565031,-0.0634463,9.38766,-0.167265,0.0290455,-0.170996,0.0548853,0.269664,-1.89438
249,0.35075,-0.26815,8.84657,-0.265257,0.0372392,-0.168598,0.048736,0.270888,-1.89821
250,-0.095768,-0.630872,9.22725,-0.185518,-0.00319642,-0.217227,0.0414592,0.271578,-1.90398
251,-0.256179,0.855927,9.81144,0.113786,-0.132098,-0.454645,0.0429002,0.26958,-1.91402
252,0.071826,0.707486,10.5919,0.218373,-0.0983235,-0.219159,0.0487407,0.266524,-1.92226
253,0.311246,0.323217,9.85094,0.0642906,0.0221841,-0.184985,0.0524586,0.265819,-1.9273
254,-0.118513,0.300472,8.30788,0.0929353,0.0903319,-0.210499,0.0536901,0.267742,-1.93237
255,-0.0466869,0.189142,7.53096,0.101329,0.0859352,-0.116104,0.0557631,0.270283,-1.93647
256,-0.475249,0.810437,8.1738,0.136169,0.0796733,-0.0218434,0.0621656,0.273164,-1.93484
257,-0.27653,0.235829,8.96269,0.0419078,0.0870011,-0.0630118,0.06398,0.275541,-1.93671
258,-0.0993593,0.430956,8.75679,0.0078672,0.0534268,-0.0376979,0.0646906,0.277683,-1.93811
259,0.0383072,0.160411,8.37371,0.0226559,0.0243158,-0.0211772,0.0649454,0.278479,-1.93876
260,0.23942,-0.0071826,8.14507,0.0221229,0.0117921,0.0027378,0.0659147,0.278983,-1.93903
261,-0.0526724,-0.0383072,8.48864,-0.052753,-0.0149208,0.000406247,0.0655105,0.279251,-1.93878
